Council,Financial,Date,Value
Otago Region,13 Net Surplus/(Deficit),2009,4710
Otago Region,01 Rates,2010,11343
Otago Region,02 Development Contributions,2010,0
Otago Region,03 Subsidies,2010,3442
Otago Region,04 Investment Income,2010,11584
Otago Region,05 Vested Assets,2010,0
Otago Region,06 Other Income,2010,3692
Otago Region,07 Total Income,2010,30061
Otago Region,08 Direct Costs,2010,25405
Otago Region,09 Interest,2010,0
Otago Region,10 Depreciation,2010,1371
Otago Region,11 Other Expense,2010,0
Otago Region,12 Total Expenditure,2010,26776
Otago Region,13 Net Surplus/(Deficit),2010,3285
Otago Region,01 Rates,2011,11921
Otago Region,02 Development Contributions,2011,0
Otago Region,03 Subsidies,2011,2711
Otago Region,04 Investment Income,2011,8682
Otago Region,05 Vested Assets,2011,0
Otago Region,06 Other Income,2011,3631
Otago Region,07 Total Income,2011,26945
Otago Region,08 Direct Costs,2011,22753
Otago Region,09 Interest,2011,0
Otago Region,10 Depreciation,2011,1389
Otago Region,11 Other Expense,2011,0
Otago Region,12 Total Expenditure,2011,24142
Otago Region,13 Net Surplus/(Deficit),2011,2803
Otago Region,01 Rates,2012,12127
Otago Region,02 Development Contributions,2012,0
Otago Region,03 Subsidies,2012,2438
Otago Region,04 Investment Income,2012,8612
Otago Region,05 Vested Assets,2012,0
Otago Region,06 Other Income,2012,3871
Otago Region,07 Total Income,2012,27048
Otago Region,08 Direct Costs,2012,22848
Otago Region,09 Interest,2012,0
Otago Region,10 Depreciation,2012,1380
Otago Region,11 Other Expense,2012,0
Otago Region,12 Total Expenditure,2012,24228
Otago Region,13 Net Surplus/(Deficit),2012,2820
Otago Region,01 Rates,2013,12786
Otago Region,02 Development Contributions,2013,0
Otago Region,03 Subsidies,2013,2491
Otago Region,04 Investment Income,2013,11598
Otago Region,05 Vested Assets,2013,0
Otago Region,06 Other Income,2013,3835
Otago Region,07 Total Income,2013,30710
Otago Region,08 Direct Costs,2013,26198
Otago Region,09 Interest,2013,0
Otago Region,10 Depreciation,2013,1380
Otago Region,11 Other Expense,2013,0
Otago Region,12 Total Expenditure,2013,27578
Otago Region,13 Net Surplus/(Deficit),2013,3132
Otago Region,01 Rates,2014,13332
Otago Region,02 Development Contributions,2014,0
Otago Region,03 Subsidies,2014,2558
Otago Region,04 Investment Income,2014,8760
Otago Region,05 Vested Assets,2014,0
Otago Region,06 Other Income,2014,4081
Otago Region,07 Total Income,2014,28731
Otago Region,08 Direct Costs,2014,24186
Otago Region,09 Interest,2014,0
Otago Region,10 Depreciation,2014,1376
Otago Region,11 Other Expense,2014,0
Otago Region,12 Total Expenditure,2014,25562
Otago Region,13 Net Surplus/(Deficit),2014,3169
Otago Region,01 Rates,2015,13962
Otago Region,02 Development Contributions,2015,0
Otago Region,03 Subsidies,2015,2600
Otago Region,04 Investment Income,2015,9055
Otago Region,05 Vested Assets,2015,0
Otago Region,06 Other Income,2015,3995
Otago Region,07 Total Income,2015,29612
Otago Region,08 Direct Costs,2015,24451
Otago Region,09 Interest,2015,0
Otago Region,10 Depreciation,2015,1383
Otago Region,11 Other Expense,2015,0
Otago Region,12 Total Expenditure,2015,25834
Otago Region,13 Net Surplus/(Deficit),2015,3778
Otago Region,01 Rates,2016,14392
Otago Region,02 Development Contributions,2016,0
Otago Region,03 Subsidies,2016,2661
Otago Region,04 Investment Income,2016,12270
Otago Region,05 Vested Assets,2016,0
Otago Region,06 Other Income,2016,4258
Otago Region,07 Total Income,2016,33581
Otago Region,08 Direct Costs,2016,28351
Otago Region,09 Interest,2016,0
Otago Region,10 Depreciation,2016,1387
Otago Region,11 Other Expense,2016,0
Otago Region,12 Total Expenditure,2016,29738
Otago Region,13 Net Surplus/(Deficit),2016,3843
Otorohanga District,01 Rates,2007,7659
Otorohanga District,02 Development Contributions,2007,0
Otorohanga District,03 Subsidies,2007,2864
Otorohanga District,04 Investment Income,2007,71
Otorohanga District,05 Vested Assets,2007,0
Otorohanga District,06 Other Income,2007,2030
Otorohanga District,07 Total Income,2007,12624
Otorohanga District,08 Direct Costs,2007,7118
Otorohanga District,09 Interest,2007,1073
Otorohanga District,10 Depreciation,2007,2969
Otorohanga District,11 Other Expense,2007,0
Otorohanga District,12 Total Expenditure,2007,11161
Otorohanga District,13 Net Surplus/(Deficit),2007,1462
Otorohanga District,01 Rates,2008,8093
Otorohanga District,02 Development Contributions,2008,0
Otorohanga District,03 Subsidies,2008,3020
Otorohanga District,04 Investment Income,2008,70
Otorohanga District,05 Vested Assets,2008,0
Otorohanga District,06 Other Income,2008,1952
Otorohanga District,07 Total Income,2008,13136
Otorohanga District,08 Direct Costs,2008,7401
Otorohanga District,09 Interest,2008,1054
Otorohanga District,10 Depreciation,2008,3030
Otorohanga District,11 Other Expense,2008,0
Otorohanga District,12 Total Expenditure,2008,11486
Otorohanga District,13 Net Surplus/(Deficit),2008,1650
Otorohanga District,01 Rates,2009,8525
Otorohanga District,02 Development Contributions,2009,0
Otorohanga District,03 Subsidies,2009,3187
Otorohanga District,04 Investment Income,2009,70
Otorohanga District,05 Vested Assets,2009,0
Otorohanga District,06 Other Income,2009,1721
Otorohanga District,07 Total Income,2009,13505
Otorohanga District,08 Direct Costs,2009,7637
Otorohanga District,09 Interest,2009,999
Otorohanga District,10 Depreciation,2009,3213
Otorohanga District,11 Other Expense,2009,0
Otorohanga District,12 Total Expenditure,2009,11850
Otorohanga District,13 Net Surplus/(Deficit),2009,1654
Otorohanga District,01 Rates,2010,8964
Otorohanga District,02 Development Contributions,2010,0
Otorohanga District,03 Subsidies,2010,3086
Otorohanga District,04 Investment Income,2010,70
Otorohanga District,05 Vested Assets,2010,0
Otorohanga District,06 Other Income,2010,1794
Otorohanga District,07 Total Income,2010,13914
Otorohanga District,08 Direct Costs,2010,7832
Otorohanga District,09 Interest,2010,913
Otorohanga District,10 Depreciation,2010,3264
Otorohanga District,11 Other Expense,2010,0
Otorohanga District,12 Total Expenditure,2010,12010
Otorohanga District,13 Net Surplus/(Deficit),2010,1904
Otorohanga District,01 Rates,2011,9308
Otorohanga District,02 Development Contributions,2011,0
Otorohanga District,03 Subsidies,2011,3391
Otorohanga District,04 Investment Income,2011,70
Otorohanga District,05 Vested Assets,2011,0
Otorohanga District,06 Other Income,2011,1859
Otorohanga District,07 Total Income,2011,14630
Otorohanga District,08 Direct Costs,2011,7939
Otorohanga District,09 Interest,2011,840
Otorohanga District,10 Depreciation,2011,3323
Otorohanga District,11 Other Expense,2011,0
Otorohanga District,12 Total Expenditure,2011,12103
Otorohanga District,13 Net Surplus/(Deficit),2011,2526
Otorohanga District,01 Rates,2012,9684
Otorohanga District,02 Development Contributions,2012,0
Otorohanga District,03 Subsidies,2012,3629
Otorohanga District,04 Investment Income,2012,70
Otorohanga District,05 Vested Assets,2012,0
Otorohanga District,06 Other Income,2012,1911
Otorohanga District,07 Total Income,2012,15295
Otorohanga District,08 Direct Costs,2012,8207
Otorohanga District,09 Interest,2012,759
Otorohanga District,10 Depreciation,2012,3486
Otorohanga District,11 Other Expense,2012,0
Otorohanga District,12 Total Expenditure,2012,12453
Otorohanga District,13 Net Surplus/(Deficit),2012,2842
Otorohanga District,01 Rates,2013,10017
Otorohanga District,02 Development Contributions,2013,0
Otorohanga District,03 Subsidies,2013,3760
Otorohanga District,04 Investment Income,2013,70
Otorohanga District,05 Vested Assets,2013,0
Otorohanga District,06 Other Income,2013,1957
Otorohanga District,07 Total Income,2013,15805
Otorohanga District,08 Direct Costs,2013,8285
Otorohanga District,09 Interest,2013,657
Otorohanga District,10 Depreciation,2013,3505
Otorohanga District,11 Other Expense,2013,0
Otorohanga District,12 Total Expenditure,2013,12447
Otorohanga District,13 Net Surplus/(Deficit),2013,3357
Otorohanga District,01 Rates,2014,10104
Otorohanga District,02 Development Contributions,2014,0
Otorohanga District,03 Subsidies,2014,3742
Otorohanga District,04 Investment Income,2014,70
Otorohanga District,05 Vested Assets,2014,0
Otorohanga District,06 Other Income,2014,2008
Otorohanga District,07 Total Income,2014,15925
Otorohanga District,08 Direct Costs,2014,8577
Otorohanga District,09 Interest,2014,529
Otorohanga District,10 Depreciation,2014,3550
Otorohanga District,11 Other Expense,2014,0
Otorohanga District,12 Total Expenditure,2014,12657
Otorohanga District,13 Net Surplus/(Deficit),2014,3268
Otorohanga District,01 Rates,2015,10331
Otorohanga District,02 Development Contributions,2015,0
Otorohanga District,03 Subsidies,2015,3780
Otorohanga District,04 Investment Income,2015,70
Otorohanga District,05 Vested Assets,2015,0
Otorohanga District,06 Other Income,2015,2063
Otorohanga District,07 Total Income,2015,16245
Otorohanga District,08 Direct Costs,2015,8766
Otorohanga District,09 Interest,2015,427
Otorohanga District,10 Depreciation,2015,3677
Otorohanga District,11 Other Expense,2015,0
Otorohanga District,12 Total Expenditure,2015,12872
Otorohanga District,13 Net Surplus/(Deficit),2015,3372
Otorohanga District,01 Rates,2016,10366
Otorohanga District,02 Development Contributions,2016,0
Otorohanga District,03 Subsidies,2016,4061
Otorohanga District,04 Investment Income,2016,70
Otorohanga District,05 Vested Assets,2016,0
Otorohanga District,06 Other Income,2016,2108
Otorohanga District,07 Total Income,2016,16607
Otorohanga District,08 Direct Costs,2016,8963
Otorohanga District,09 Interest,2016,280
Otorohanga District,10 Depreciation,2016,3704
Otorohanga District,11 Other Expense,2016,0
Otorohanga District,12 Total Expenditure,2016,12948
Otorohanga District,13 Net Surplus/(Deficit),2016,3658
Palmerston North City,01 Rates,2007,48923
Palmerston North City,02 Development Contributions,2007,0
Palmerston North City,03 Subsidies,2007,5628
Palmerston North City,04 Investment Income,2007,5500
Palmerston North City,05 Vested Assets,2007,3400
Palmerston North City,06 Other Income,2007,21776
Palmerston North City,07 Total Income,2007,85227
Palmerston North City,08 Direct Costs,2007,58897
Palmerston North City,09 Interest,2007,8675
Palmerston North City,10 Depreciation,2007,16062
Palmerston North City,11 Other Expense,2007,0
Palmerston North City,12 Total Expenditure,2007,83634
Palmerston North City,13 Net Surplus/(Deficit),2007,1593
Palmerston North City,01 Rates,2008,53542
Palmerston North City,02 Development Contributions,2008,0
Palmerston North City,03 Subsidies,2008,7553
Palmerston North City,04 Investment Income,2008,5660
Palmerston North City,05 Vested Assets,2008,3523
Palmerston North City,06 Other Income,2008,22439
Palmerston North City,07 Total Income,2008,92717
Palmerston North City,08 Direct Costs,2008,59889
Palmerston North City,09 Interest,2008,10850
Palmerston North City,10 Depreciation,2008,17962
Palmerston North City,11 Other Expense,2008,0
Palmerston North City,12 Total Expenditure,2008,88701
Palmerston North City,13 Net Surplus/(Deficit),2008,4016
Palmerston North City,01 Rates,2009,58311
Palmerston North City,02 Development Contributions,2009,0
Palmerston North City,03 Subsidies,2009,10333
Palmerston North City,04 Investment Income,2009,6045
Palmerston North City,05 Vested Assets,2009,3643
Palmerston North City,06 Other Income,2009,23751
Palmerston North City,07 Total Income,2009,102083
Palmerston North City,08 Direct Costs,2009,61496
Palmerston North City,09 Interest,2009,12655
Palmerston North City,10 Depreciation,2009,19266
Palmerston North City,11 Other Expense,2009,0
Palmerston North City,12 Total Expenditure,2009,93417
Palmerston North City,13 Net Surplus/(Deficit),2009,8666
Palmerston North City,01 Rates,2010,62925
Palmerston North City,02 Development Contributions,2010,0
Palmerston North City,03 Subsidies,2010,15249
Palmerston North City,04 Investment Income,2010,6395
Palmerston North City,05 Vested Assets,2010,3759
Palmerston North City,06 Other Income,2010,24218
Palmerston North City,07 Total Income,2010,112546
Palmerston North City,08 Direct Costs,2010,63179
Palmerston North City,09 Interest,2010,14552
Palmerston North City,10 Depreciation,2010,21117
Palmerston North City,11 Other Expense,2010,0
Palmerston North City,12 Total Expenditure,2010,98848
Palmerston North City,13 Net Surplus/(Deficit),2010,13698
Palmerston North City,01 Rates,2011,67350
Palmerston North City,02 Development Contributions,2011,0
Palmerston North City,03 Subsidies,2011,12949
Palmerston North City,04 Investment Income,2011,6745
Palmerston North City,05 Vested Assets,2011,3867
Palmerston North City,06 Other Income,2011,25019
Palmerston North City,07 Total Income,2011,115930
Palmerston North City,08 Direct Costs,2011,64784
Palmerston North City,09 Interest,2011,16260
Palmerston North City,10 Depreciation,2011,23380
Palmerston North City,11 Other Expense,2011,0
Palmerston North City,12 Total Expenditure,2011,104424
Palmerston North City,13 Net Surplus/(Deficit),2011,11506
Palmerston North City,01 Rates,2012,70657
Palmerston North City,02 Development Contributions,2012,0
Palmerston North City,03 Subsidies,2012,11802
Palmerston North City,04 Investment Income,2012,6745
Palmerston North City,05 Vested Assets,2012,3971
Palmerston North City,06 Other Income,2012,25674
Palmerston North City,07 Total Income,2012,118849
Palmerston North City,08 Direct Costs,2012,66260
Palmerston North City,09 Interest,2012,17583
Palmerston North City,10 Depreciation,2012,24543
Palmerston North City,11 Other Expense,2012,0
Palmerston North City,12 Total Expenditure,2012,108386
Palmerston North City,13 Net Surplus/(Deficit),2012,10463
Palmerston North City,01 Rates,2013,74449
Palmerston North City,02 Development Contributions,2013,0
Palmerston North City,03 Subsidies,2013,9602
Palmerston North City,04 Investment Income,2013,6736
Palmerston North City,05 Vested Assets,2013,4066
Palmerston North City,06 Other Income,2013,26153
Palmerston North City,07 Total Income,2013,121006
Palmerston North City,08 Direct Costs,2013,68205
Palmerston North City,09 Interest,2013,18480
Palmerston North City,10 Depreciation,2013,25964
Palmerston North City,11 Other Expense,2013,0
Palmerston North City,12 Total Expenditure,2013,112649
Palmerston North City,13 Net Surplus/(Deficit),2013,8357
Palmerston North City,01 Rates,2014,77050
Palmerston North City,02 Development Contributions,2014,0
Palmerston North City,03 Subsidies,2014,7916
Palmerston North City,04 Investment Income,2014,6728
Palmerston North City,05 Vested Assets,2014,4156
Palmerston North City,06 Other Income,2014,26630
Palmerston North City,07 Total Income,2014,122480
Palmerston North City,08 Direct Costs,2014,69830
Palmerston North City,09 Interest,2014,18785
Palmerston North City,10 Depreciation,2014,27103
Palmerston North City,11 Other Expense,2014,0
Palmerston North City,12 Total Expenditure,2014,115718
Palmerston North City,13 Net Surplus/(Deficit),2014,6762
Palmerston North City,01 Rates,2015,80047
Palmerston North City,02 Development Contributions,2015,0
Palmerston North City,03 Subsidies,2015,8868
Palmerston North City,04 Investment Income,2015,6719
