Council,Financial,Date,Value ($000)
Hamilton City,26 Operating Receipts,2011,202941
Hamilton City,27 Operating Payments,2011,130619
Hamilton City,28 Net Operating Cash Flows,2011,72322
Hamilton City,29 Receipts from Investing Activities,2011,15000
Hamilton City,30 Purchase of Property Plant & Equipment,2011,122310
Hamilton City,31 Fixed asset purchases,2011,0
Hamilton City,32 Renewals,2011,0
Hamilton City,33 Purchase of Other investments,2011,0
Hamilton City,34 Net Investing Cash Flows,2011,7310
Hamilton City,35 Cash Receipts from Financing Activities,2011,70031
Hamilton City,36 Cash Outgoings from Financing Activities,2011,35043
Hamilton City,37 Net Financing Cash Flows,2011,34988
Hamilton City,26 Operating Receipts,2012,202334
Hamilton City,27 Operating Payments,2012,141858
Hamilton City,28 Net Operating Cash Flows,2012,60476
Hamilton City,29 Receipts from Investing Activities,2012,0
Hamilton City,30 Purchase of Property Plant & Equipment,2012,101722
Hamilton City,31 Fixed asset purchases,2012,0
Hamilton City,32 Renewals,2012,0
Hamilton City,33 Purchase of Other investments,2012,0
Hamilton City,34 Net Investing Cash Flows,2012,1722
Hamilton City,35 Cash Receipts from Financing Activities,2012,72242
Hamilton City,36 Cash Outgoings from Financing Activities,2012,30996
Hamilton City,37 Net Financing Cash Flows,2012,41246
Hamilton City,26 Operating Receipts,2013,209556
Hamilton City,27 Operating Payments,2013,145770
Hamilton City,28 Net Operating Cash Flows,2013,63786
Hamilton City,29 Receipts from Investing Activities,2013,0
Hamilton City,30 Purchase of Property Plant & Equipment,2013,71472
Hamilton City,31 Fixed asset purchases,2013,0
Hamilton City,32 Renewals,2013,0
Hamilton City,33 Purchase of Other investments,2013,0
Hamilton City,34 Net Investing Cash Flows,2013,-71472
Hamilton City,35 Cash Receipts from Financing Activities,2013,51613
Hamilton City,36 Cash Outgoings from Financing Activities,2013,43927
Hamilton City,37 Net Financing Cash Flows,2013,7686
Hamilton City,26 Operating Receipts,2014,218132
Hamilton City,27 Operating Payments,2014,151163
Hamilton City,28 Net Operating Cash Flows,2014,66969
Hamilton City,29 Receipts from Investing Activities,2014,0
Hamilton City,30 Purchase of Property Plant & Equipment,2014,69863
Hamilton City,31 Fixed asset purchases,2014,0
Hamilton City,32 Renewals,2014,0
Hamilton City,33 Purchase of Other investments,2014,0
Hamilton City,34 Net Investing Cash Flows,2014,-69863
Hamilton City,35 Cash Receipts from Financing Activities,2014,32410
Hamilton City,36 Cash Outgoings from Financing Activities,2014,29516
Hamilton City,37 Net Financing Cash Flows,2014,2894
Hamilton City,26 Operating Receipts,2015,222775
Hamilton City,27 Operating Payments,2015,156482
Hamilton City,28 Net Operating Cash Flows,2015,66293
Hamilton City,29 Receipts from Investing Activities,2015,0
Hamilton City,30 Purchase of Property Plant & Equipment,2015,67960
Hamilton City,31 Fixed asset purchases,2015,0
Hamilton City,32 Renewals,2015,0
Hamilton City,33 Purchase of Other investments,2015,0
Hamilton City,34 Net Investing Cash Flows,2015,-67960
Hamilton City,35 Cash Receipts from Financing Activities,2015,32826
Hamilton City,36 Cash Outgoings from Financing Activities,2015,31159
Hamilton City,37 Net Financing Cash Flows,2015,1667
Hamilton City,26 Operating Receipts,2016,230699
Hamilton City,27 Operating Payments,2016,159829
Hamilton City,28 Net Operating Cash Flows,2016,70870
Hamilton City,29 Receipts from Investing Activities,2016,0
Hamilton City,30 Purchase of Property Plant & Equipment,2016,76223
Hamilton City,31 Fixed asset purchases,2016,0
Hamilton City,32 Renewals,2016,0
Hamilton City,33 Purchase of Other investments,2016,0
Hamilton City,34 Net Investing Cash Flows,2016,-76223
Hamilton City,35 Cash Receipts from Financing Activities,2016,39226
Hamilton City,36 Cash Outgoings from Financing Activities,2016,33873
Hamilton City,37 Net Financing Cash Flows,2016,5353
Hastings District,26 Operating Receipts,2007,79381
Hastings District,27 Operating Payments,2007,51811
Hastings District,28 Net Operating Cash Flows,2007,27570
Hastings District,29 Receipts from Investing Activities,2007,6409
Hastings District,30 Purchase of Property Plant & Equipment,2007,65589
Hastings District,31 Fixed asset purchases,2007,0
Hastings District,32 Renewals,2007,0
Hastings District,33 Purchase of Other investments,2007,0
Hastings District,34 Net Investing Cash Flows,2007,-59180
Hastings District,35 Cash Receipts from Financing Activities,2007,33422
Hastings District,36 Cash Outgoings from Financing Activities,2007,5114
Hastings District,37 Net Financing Cash Flows,2007,28308
Hastings District,26 Operating Receipts,2008,82341
Hastings District,27 Operating Payments,2008,55359
Hastings District,28 Net Operating Cash Flows,2008,26982
Hastings District,29 Receipts from Investing Activities,2008,12980
Hastings District,30 Purchase of Property Plant & Equipment,2008,37730
Hastings District,31 Fixed asset purchases,2008,0
Hastings District,32 Renewals,2008,0
Hastings District,33 Purchase of Other investments,2008,0
Hastings District,34 Net Investing Cash Flows,2008,-24750
Hastings District,35 Cash Receipts from Financing Activities,2008,322
Hastings District,36 Cash Outgoings from Financing Activities,2008,2523
Hastings District,37 Net Financing Cash Flows,2008,-3845
Hastings District,26 Operating Receipts,2009,90085
Hastings District,27 Operating Payments,2009,57512
Hastings District,28 Net Operating Cash Flows,2009,32573
Hastings District,29 Receipts from Investing Activities,2009,20022
Hastings District,30 Purchase of Property Plant & Equipment,2009,44603
Hastings District,31 Fixed asset purchases,2009,0
Hastings District,32 Renewals,2009,0
Hastings District,33 Purchase of Other investments,2009,0
Hastings District,34 Net Investing Cash Flows,2009,-24581
Hastings District,35 Cash Receipts from Financing Activities,2009,-4326
Hastings District,36 Cash Outgoings from Financing Activities,2009,3003
Hastings District,37 Net Financing Cash Flows,2009,-7329
Hastings District,26 Operating Receipts,2010,93288
Hastings District,27 Operating Payments,2010,58598
Hastings District,28 Net Operating Cash Flows,2010,34690
Hastings District,29 Receipts from Investing Activities,2010,242
Hastings District,30 Purchase of Property Plant & Equipment,2010,37192
Hastings District,31 Fixed asset purchases,2010,0
Hastings District,32 Renewals,2010,0
Hastings District,33 Purchase of Other investments,2010,0
Hastings District,34 Net Investing Cash Flows,2010,-36950
Hastings District,35 Cash Receipts from Financing Activities,2010,5583
Hastings District,36 Cash Outgoings from Financing Activities,2010,0
Hastings District,37 Net Financing Cash Flows,2010,5583
Hastings District,26 Operating Receipts,2011,97971
Hastings District,27 Operating Payments,2011,60573
Hastings District,28 Net Operating Cash Flows,2011,37398
Hastings District,29 Receipts from Investing Activities,2011,282
Hastings District,30 Purchase of Property Plant & Equipment,2011,43386
Hastings District,31 Fixed asset purchases,2011,0
Hastings District,32 Renewals,2011,0
Hastings District,33 Purchase of Other investments,2011,0
Hastings District,34 Net Investing Cash Flows,2011,-43104
Hastings District,35 Cash Receipts from Financing Activities,2011,6655
Hastings District,36 Cash Outgoings from Financing Activities,2011,0
Hastings District,37 Net Financing Cash Flows,2011,6655
Hastings District,26 Operating Receipts,2012,101154
Hastings District,27 Operating Payments,2012,61982
Hastings District,28 Net Operating Cash Flows,2012,39172
Hastings District,29 Receipts from Investing Activities,2012,221
Hastings District,30 Purchase of Property Plant & Equipment,2012,32428
Hastings District,31 Fixed asset purchases,2012,0
Hastings District,32 Renewals,2012,0
Hastings District,33 Purchase of Other investments,2012,0
Hastings District,34 Net Investing Cash Flows,2012,-32207
Hastings District,35 Cash Receipts from Financing Activities,2012,860
Hastings District,36 Cash Outgoings from Financing Activities,2012,0
Hastings District,37 Net Financing Cash Flows,2012,860
Hastings District,26 Operating Receipts,2013,101829
Hastings District,27 Operating Payments,2013,62954
Hastings District,28 Net Operating Cash Flows,2013,38875
Hastings District,29 Receipts from Investing Activities,2013,303
Hastings District,30 Purchase of Property Plant & Equipment,2013,29879
Hastings District,31 Fixed asset purchases,2013,0
Hastings District,32 Renewals,2013,0
Hastings District,33 Purchase of Other investments,2013,0
Hastings District,34 Net Investing Cash Flows,2013,-29576
Hastings District,35 Cash Receipts from Financing Activities,2013,-3645
Hastings District,36 Cash Outgoings from Financing Activities,2013,0
Hastings District,37 Net Financing Cash Flows,2013,-3645
Hastings District,26 Operating Receipts,2014,102729
Hastings District,27 Operating Payments,2014,63429
Hastings District,28 Net Operating Cash Flows,2014,39300
Hastings District,29 Receipts from Investing Activities,2014,319
Hastings District,30 Purchase of Property Plant & Equipment,2014,32078
Hastings District,31 Fixed asset purchases,2014,0
Hastings District,32 Renewals,2014,0
Hastings District,33 Purchase of Other investments,2014,0
Hastings District,34 Net Investing Cash Flows,2014,-31759
Hastings District,35 Cash Receipts from Financing Activities,2014,188
Hastings District,36 Cash Outgoings from Financing Activities,2014,0
Hastings District,37 Net Financing Cash Flows,2014,188
Hastings District,26 Operating Receipts,2015,103452
Hastings District,27 Operating Payments,2015,64179
Hastings District,28 Net Operating Cash Flows,2015,39273
Hastings District,29 Receipts from Investing Activities,2015,149
Hastings District,30 Purchase of Property Plant & Equipment,2015,22954
Hastings District,31 Fixed asset purchases,2015,0
Hastings District,32 Renewals,2015,0
Hastings District,33 Purchase of Other investments,2015,0
Hastings District,34 Net Investing Cash Flows,2015,-22805
Hastings District,35 Cash Receipts from Financing Activities,2015,-6847
Hastings District,36 Cash Outgoings from Financing Activities,2015,0
Hastings District,37 Net Financing Cash Flows,2015,-6847
Hastings District,26 Operating Receipts,2016,106021
Hastings District,27 Operating Payments,2016,64223
Hastings District,28 Net Operating Cash Flows,2016,41798
Hastings District,29 Receipts from Investing Activities,2016,166
Hastings District,30 Purchase of Property Plant & Equipment,2016,27279
Hastings District,31 Fixed asset purchases,2016,0
Hastings District,32 Renewals,2016,0
Hastings District,33 Purchase of Other investments,2016,0
Hastings District,34 Net Investing Cash Flows,2016,-27113
Hastings District,35 Cash Receipts from Financing Activities,2016,-6289
Hastings District,36 Cash Outgoings from Financing Activities,2016,0
Hastings District,37 Net Financing Cash Flows,2016,-6289
Hauraki District,26 Operating Receipts,2007,25000
Hauraki District,27 Operating Payments,2007,18027
Hauraki District,28 Net Operating Cash Flows,2007,6973
Hauraki District,29 Receipts from Investing Activities,2007,1750
Hauraki District,30 Purchase of Property Plant & Equipment,2007,11971
Hauraki District,31 Fixed asset purchases,2007,0
Hauraki District,32 Renewals,2007,0
Hauraki District,33 Purchase of Other investments,2007,94
Hauraki District,34 Net Investing Cash Flows,2007,315
Hauraki District,35 Cash Receipts from Financing Activities,2007,4528
Hauraki District,36 Cash Outgoings from Financing Activities,2007,230
Hauraki District,37 Net Financing Cash Flows,2007,4298
Hauraki District,26 Operating Receipts,2008,26212
Hauraki District,27 Operating Payments,2008,18939
Hauraki District,28 Net Operating Cash Flows,2008,7273
Hauraki District,29 Receipts from Investing Activities,2008,500
Hauraki District,30 Purchase of Property Plant & Equipment,2008,13439
Hauraki District,31 Fixed asset purchases,2008,0
Hauraki District,32 Renewals,2008,0
Hauraki District,33 Purchase of Other investments,2008,74
Hauraki District,34 Net Investing Cash Flows,2008,3013
Hauraki District,35 Cash Receipts from Financing Activities,2008,6028
Hauraki District,36 Cash Outgoings from Financing Activities,2008,275
Hauraki District,37 Net Financing Cash Flows,2008,5753
Hauraki District,26 Operating Receipts,2009,26909
Hauraki District,27 Operating Payments,2009,19572
Hauraki District,28 Net Operating Cash Flows,2009,7337
Hauraki District,29 Receipts from Investing Activities,2009,250
Hauraki District,30 Purchase of Property Plant & Equipment,2009,10540
Hauraki District,31 Fixed asset purchases,2009,0
Hauraki District,32 Renewals,2009,0
Hauraki District,33 Purchase of Other investments,2009,64
Hauraki District,34 Net Investing Cash Flows,2009,354
Hauraki District,35 Cash Receipts from Financing Activities,2009,3528
Hauraki District,36 Cash Outgoings from Financing Activities,2009,451
Hauraki District,37 Net Financing Cash Flows,2009,3077
Hauraki District,26 Operating Receipts,2010,27902
Hauraki District,27 Operating Payments,2010,20327
Hauraki District,28 Net Operating Cash Flows,2010,7575
Hauraki District,29 Receipts from Investing Activities,2010,183
Hauraki District,30 Purchase of Property Plant & Equipment,2010,9941
Hauraki District,31 Fixed asset purchases,2010,0
Hauraki District,32 Renewals,2010,0
Hauraki District,33 Purchase of Other investments,2010,48
Hauraki District,34 Net Investing Cash Flows,2010,-9806
Hauraki District,35 Cash Receipts from Financing Activities,2010,2628
